ID	Form	Last_form	Rarity	Name (E)	Name (J)	Group	Level	PV	KB	Movement Speed	AP	DPS	Target	Attack Frequency	Range	Cost	Respawn	Ability	Strength_White	Strength_Red	Strength_Floating	Strength_Black	Strength_Metal	Strength_Angel	Strength_Alien	Strength_Zombies	Strength_Relic	Resist_White	Resist_Red	Resist_Floating	Resist_Black	Resist_Metal	Resist_Angel	Resist_Alien	Resist_Zombies	Resist_Relic	Shockwave	Critic	Owned	DPS_White	DPS_Red	DPS_Floating	DPS_Black	DPS_Metal	DPS_Angel	DPS_Alien	DPS_Zombies	DPS_Relic	Min_Range	Max_Range
068	2	1	レア	Chibigaugau	チビガウガウ		Lv 30 + 0	13,600	1	8	4200	1096	単体	115	110	300	76	対 黒い敵 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	0	1096	1096	1096	1096	1096	1096	1096	1096	1096	0	110	no_update
069	1	0	激レア	Enforcer	執行者		Lv 30 + 0	6,800	3	7	3400	554	範囲	184	360	750	946	対 黒い敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	554	554	554	554	554	554	554	554	554	0	360	no_update
069	2	0	激レア	Enforcer 999	執行者999		Lv 30 + 0	11,900	3	7	5100	832	範囲	184	360	750	946	対 黒い敵 40％の確率で120～144F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	832	832	832	832	832	832	832	832	832	0	360	no_update
069	3	1	激レア	Judgement	ジャッジメント		Lv 30 + 0	17,000	3	7	15300	2495	範囲	184	360	750	946	2連続攻撃7,6507,6500（57F83F）対	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2495	2495	2495	2495	2495	2495	2495	2495	2495	0	360	no_update
070	1	0	激レア	Sleeping Beauty	眠れるケリの美女		Lv 30 + 0	17,000	1	6	4760	2341	範囲	61	160	1950	556	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2341	2341	2341	2341	2341	2341	2341	2341	2341	0	160	no_update
070	2	0	激レア	Sleeping Beauty II	眠れるケリの美女Ⅱ		Lv 30 + 0	17,000	1	6	4760	2341	範囲	61	160	1950	556	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2341	2341	2341	2341	2341	2341	2341	2341	2341	0	160	no_update
070	3	1	激レア	Sleeping Beauty III	ひたすら眠れるケリの美女		Lv 30 + 0	25,500	1	6	5950	2926	範囲	61	160	1950	556	無効（遅くする）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2926	2926	2926	2926	2926	2926	2926	2926	2926	0	160	no_update
071	1	0	レア	Salaryman Cat	ネコリーマン		Lv 30 + 0	11,900	1	8	2720	735	単体	111	210	1366	186	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	735	1102	735	735	735	735	735	735	735	0	210	no_update
071	2	0	レア	Grudge Cat	ネコ怨み		Lv 30 + 0	11,900	1	8	2720	735	範囲	111	210	1366	186	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	735	1102	735	735	735	735	735	735	735	0	210	no_update
071	3	1	レア	Ritual Cat	ネコ火祭り		Lv 30 + 0	20,400	2	8	5440	1470	範囲	111	210	1366	186	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4）  残り体力50％以下で攻撃力100％上昇	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1470	2205	1470	1470	1470	1470	1470	1470	1470	0	210	no_update
072	1	0	超激レア	Sanada Yukimura	真田幸村	Sengoku Wargods Vajiras	Lv 30 + 0	14,450	5	65	14025	3071	範囲	137	170	3075	1546	2連続攻撃（12,750 1,275） 対 黒い敵 超ダメージ（与ダメx3～4） 	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3071	3071	3071	9213	3071	3071	3071	3071	3071	0	170	no_update
072	2	0	超激レア	Wargod Yukimura	武神・真田幸村	Sengoku Wargods Vajiras	Lv 30 + 0	28,900	5	65	28050	6142	範囲	137	170	3075	1546	2連続攻撃（25,500 2,550） 対 黒い敵 超ダメージ（与ダメx3～4） 	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	6142	6142	6142	18426	6142	6142	6142	6142	6142	0	170	no_update
072	3	1	超激レア	Immortal Yukimura	飛翔の武神・真田幸村	Sengoku Wargods Vajiras	Lv 30 + 0	28,900	5	75	42075	9214	範囲	137	170	3075	1546	2連続攻撃（38,250 3,825） 対 黒い敵 超ダメージ（与ダメx3～4） 	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	9214	9214	9214	27642	9214	9214	9214	9214	9214	0	170	no_update
073	1	0	超激レア	Maeda Keiji	前田慶次	Sengoku Wargods Vajiras	Lv 30 + 0	25,500	2	8	11050	1745	範囲	190	250	3585	2046	対 黒い敵 打たれ強い（被ダメx0.25～0.2）  残り体力30％以下で攻撃力100％上昇	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	1	1745	1745	1745	1745	1745	1745	1745	1745	1745	0	250	no_update
073	2	0	超激レア	Wargod Keiji	武神・前田慶次	Sengoku Wargods Vajiras	Lv 30 + 0	64,600	2	8	22100	3489	範囲	190	250	3585	2046	対 黒い敵 打たれ強い（被ダメx0.25～0.2）  残り体力30％以下で攻撃力100％上昇	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	1	3489	3489	3489	3489	3489	3489	3489	3489	3489	0	250	no_update
073	3	1	超激レア	Immortal Keiji	憤怒の武神・前田慶次	Sengoku Wargods Vajiras	Lv 30 + 0	98,600	2	8	22100	6027	範囲	110	320	3585	2046	対 黒い敵 打たれ強い（被ダメx0.25～0.2）  残り体力50％以下で攻撃力100％上昇 無効（波動）	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	0	0	1	6027	6027	6027	6027	6027	6027	6027	6027	6027	0	320	no_update
074	1	0	超激レア	Oda Nobunaga	織田信長	Sengoku Wargods Vajiras	Lv 30 + 0	16,150	1	7	7650	2068	範囲	111	410	4350	2646	対 黒い敵 100％の確率で180～216F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2068	2068	2068	2068	2068	2068	2068	2068	2068	0	410	no_update
074	2	0	超激レア	Wargod Nobunaga	武神・織田信長	Sengoku Wargods Vajiras	Lv 30 + 0	32,300	1	7	15300	4135	範囲	111	410	4350	2646	対 黒い敵 100％の確率で180～216F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4135	4135	4135	4135	4135	4135	4135	4135	4135	0	410	no_update
074	3	1	超激レア	Immortal Nobunaga	天魔・織田信長	Sengoku Wargods Vajiras	Lv 30 + 0	64,600	1	7	20400	5514	範囲	111	410	4350	2646	対 黒い敵 100％の確率で240～288F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5514	5514	5514	5514	5514	5514	5514	5514	5514	0	410	no_update
075	1	0	レア	Reindeer Fish Cat	トナカイフィッシュ		Lv 30 + 0	15,300	3	10	3332	1960	単体	51	150	1215	156	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1960	1960	1960	1960	1960	1960	1960	1960	1960	0	150	no_update
075	2	0	レア	Sashimi Cat	ネコ魚のお造り		Lv 30 + 0	17,850	3	10	5560	3271	単体	51	150	1215	156	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3271	3271	3271	3271	3271	3271	3271	3271	3271	0	150	no_update
075	3	1	レア	Xmas Pudding Cat	フィッシュ・ド・ノエル		Lv 30 + 0	25,500	3	10	5560	4068	範囲	41	150	1215	156	倒した時、貰えるお金x2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4068	4068	4068	4068	4068	4068	4068	4068	4068	0	150	no_update
076	1	0	超激レア	Windy	風神のウィンディ	Cyber Academy Galaxy Gals	Lv 30 + 0	13,600	6	6	21335	1569	範囲	408	420	4425	3078	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1569	1569	4707	1569	1569	1569	1569	1569	1569	0	420	no_update
076	2	0	超激レア	Windy type α	風神のウィンディα	Cyber Academy Galaxy Gals	Lv 30 + 0	25,500	6	6	43435	3194	範囲	408	420	4425	3078	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3194	3194	9582	3194	3194	3194	3194	3194	3194	0	420	no_update
076	3	1	超激レア	Divine Windy	疾風神のウィンディα	Cyber Academy Galaxy Gals	Lv 30 + 0	51,000	6	12	68935	5069	範囲	408	450	4425	3078	対 浮いてる敵 超ダメージ（与ダメx3～4） 	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5069	5069	15207	5069	5069	5069	5069	5069	5069	0	450	no_update
077	1	0	超激レア	Thundia	雷神のサンディア	Cyber Academy Galaxy Gals	Lv 30 + 0	13,600	5	5	21335	1612	範囲	397	410	4410	3190	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1612	4836	1612	1612	1612	1612	1612	1612	1612	0	410	no_update
077	2	0	超激レア	Thundia type β	雷神のサンディアβ	Cyber Academy Galaxy Gals	Lv 30 + 0	25,500	5	5	43435	3282	範囲	397	410	4410	3190	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3282	9846	3282	3282	3282	3282	3282	3282	3282	0	410	no_update
077	3	1	超激レア	Divine Thundia	迅雷神のサンディアβ	Cyber Academy Galaxy Gals	Lv 30 + 0	51,000	5	10	68935	5209	範囲	397	440	4410	3190	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5209	15627	5209	5209	5209	5209	5209	5209	5209	0	440	no_update
078	1	0	レア	Droid Cat	ドロイド		Lv 30 + 0	8,550	2	5	1020	122	範囲	251	110	150	646	対 メタルな敵 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	122	122	122	122	122	122	122	122	122	0	110	no_update
078	2	0	レア	Droid Cat Mk 2	ニャンドロイド		Lv 30 + 0	8,550	2	5	1020	122	範囲	251	110	150	646	対 メタルな敵 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	122	122	122	122	122	122	122	122	122	0	110	no_update
078	3	1	レア	SpringDroid	ハルドロイド		Lv 30 + 0	8,550	2	5	1020	122	範囲	251	110	150	346	対 メタルな敵 打たれ強い（被ダメx0.25～0.2） 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	122	122	122	122	122	122	122	122	122	0	110	no_update
079	1	0	レア	Space Cat	ネコと宇宙		Lv 30 + 0	3,060	3	10	1207	614	単体	59	340	630	346	4％の確率でクリティカル攻撃 30％の確率でバリアブレイク	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	1	638	638	638	638	638	638	638	638	638	0	340	no_update
079	2	0	レア	Major Space Cat	ニャア少佐		Lv 30 + 0	4,080	3	10	1377	700	単体	59	340	630	346	4％の確率でクリティカル攻撃 30％の確率でバリアブレイク	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	1	728	728	728	728	728	728	728	728	728	0	340	no_update
079	3	1	レア	Space Marine Cat	駆動戦士ネコ		Lv 30 + 0	10,200	3	10	1377	677	単体	61	340	630	346	8％の確率でクリティカル50％の確率でバリアブレイク	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	8	1	731	731	731	731	731	731	731	731	731	0	340	no_update
080	1	0	レア	Adult Cat	にゃんこ成人		Lv 30 + 0	9,350	2	5	5950	1266	単体	141	120	1035	186	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1266	1899	1266	1266	1266	1266	1266	1266	1266	0	120	no_update
080	2	0	レア	Sick Cat	にゃんこ病人		Lv 30 + 0	9,350	2	5	5950	1266	単体	141	120	1035	186	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1266	1899	1266	1266	1266	1266	1266	1266	1266	0	120	no_update
080	3	1	レア	Prisoner Cat	にゃんこ囚人		Lv 30 + 0	9,350	2	5	5950	1266	単体	141	475	1035	846	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4）  遠方攻撃（450～650）	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	1266	1899	1266	1266	1266	1266	1266	1266	1266	450	650	no_update
081	1	0	レア	Evil Cat	吾輩は鬼である		Lv 30 + 0	11,882	3	8	3400	1729	単体	59	150	1125	146	対 赤い敵 20％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1729	1729	1729	1729	1729	1729	1729	1729	1729	0	150	no_update
081	2	0	レア	Gentleman Cat	ネコ紳士		Lv 30 + 0	11,882	3	8	3400	1729	単体	59	150	1125	146	対 赤い敵 20％の確率で60～72F動きを止める 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1729	1729	1729	1729	1729	1729	1729	1729	1729	0	150	no_update
081	3	1	レア	Gentleman Bros.	ネコ紳士同盟		Lv 30 + 0	11,882	3	8	3400	1729	単体	59	150	375	146	対 赤い敵 40％の確率で60～72F動きを止める  30％の確率でバリアブレイク	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1729	1729	1729	1729	1729	1729	1729	1729	1729	0	150	no_update
082	1	0	レア	Doll Cats	ひなにゃんこ		Lv 30 + 0	5,100	4	10	2840	1065	範囲	80	190	975	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1065	1065	1065	1065	1065	1065	1065	1065	1065	0	190	no_update
082	2	0	レア	Cat-o-tron	超号珍ニャジンガー		Lv 30 + 0	5,100	4	10	2840	1065	範囲	80	190	975	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1065	1065	1065	1065	1065	1065	1065	1065	1065	0	190	no_update
082	3	1	レア	Nyalladin	ニャラジン		Lv 30 + 0	5,100	4	10	2840	1065	範囲	80	190	975	60	100％の確率でLv1波動（射程 332.5）	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	0	1	2130	2130	2130	2130	2130	2130	2130	2130	2130	0	190	no_update
083	1	0	EX	Blue Shinobi	ネコ忍者～青～		Lv 30 + 0	4,335	3	13	510	729	単体	21	154	300	60	2連続攻撃（255 255） 対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	0	729	1093	729	729	729	729	729	729	729	0	154	no_update
083	2	1	EX	Orange Shinobi	ネコ忍者～橙～		Lv 30 + 0	4,335	3	13	510	729	単体	21	154	300	60	2連続攻撃（255 255） 対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	0	729	1093	729	729	729	729	729	729	729	0	154	no_update
084	1	0	超激レア	Sodom	地龍ソドム	Lords of Destruction Dragon Emperors	Lv 30 + 0	101,150	2	3	73865	5353	範囲	414	390	6450	3946	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 50％の確率でふっとばす 無効（ふっとばす）	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	5353	5353	5353	5353	5353	5353	5353	5353	5353	0	390	no_update
084	2	0	超激レア	Earth King Sodom	地龍王ソドム	Lords of Destruction Dragon Emperors	Lv 30 + 0	101,150	2	3	73865	5353	範囲	414	390	6450	3946	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 50％の確率でふっとばす 無効（ふっとばす）	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	5353	5353	5353	5353	5353	5353	5353	5353	5353	0	390	no_update
084	3	1	超激レア	God-Emperor Sodom	地龍皇帝ソドム	Lords of Destruction Dragon Emperors	Lv 30 + 0	118,150	2	4	73865	6088	範囲	364	415	6450	3946	対 浮いてる敵 打たれ強い（被ダメx0.25～0.2）  対 浮いてる敵 100％の確率でふっとばす 無効（ふっとばす）	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	1	1	0	0	1	6088	6088	6088	6088	6088	6088	6088	6088	6088	0	415	no_update
085	1	0	超激レア	Megidora	聖龍メギドラ	Lords of Destruction Dragon Emperors	Lv 30 + 0	64,600	3	15	25465	5305	範囲	144	410	5700	4546	対 浮いてる敵 50％の確率でふっとばす 対 浮いてる敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5305	5305	5305	5305	5305	5305	5305	5305	5305	0	410	no_update
085	2	0	超激レア	Holy Dragon Megidora	聖龍王メギドラ	Lords of Destruction Dragon Emperors	Lv 30 + 0	64,600	3	15	25465	5305	範囲	144	410	5700	4546	対 浮いてる敵 50％の確率でふっとばす 対 浮いてる敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5305	5305	5305	5305	5305	5305	5305	5305	5305	0	410	no_update
085	3	1	超激レア	God-Emperor Megidora	聖龍皇帝メギドラ	Lords of Destruction Dragon Emperors	Lv 30 + 0	81,600	3	20	29715	6191	範囲	144	425	5700	4546	対 浮いてる敵 50％の確率でふっとばす 対 浮いてる敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	6191	6191	6191	6191	6191	6191	6191	6191	6191	0	425	no_update
086	1	0	超激レア	Vars	竜騎士バルス	Lords of Destruction Dragon Emperors	Lv 30 + 0	61,200	3	9	23765	4401	範囲	162	445	5610	4346	対 黒い敵 50％の確率でふっとばす 対 黒い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	4401	4401	4401	4401	4401	4401	4401	4401	4401	0	445	no_update
086	2	0	超激レア	Dragon King Vars	竜騎士王バルス	Lords of Destruction Dragon Emperors	Lv 30 + 0	61,200	3	9	23765	4401	範囲	162	445	5610	4346	対 黒い敵 50％の確率でふっとばす 対 黒い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	4401	4401	4401	4401	4401	4401	4401	4401	4401	0	445	no_update
086	3	1	超激レア	God-Emperor Vars	竜騎士皇帝バルス	Lords of Destruction Dragon Emperors	Lv 30 + 0	76,500	3	9	29715	5503	範囲	162	460	5610	4346	対 黒い敵 50％の確率でふっとばす 対 黒い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5503	5503	5503	5503	5503	5503	5503	5503	5503	0	460	no_update
087	1	0	超激レア	Kamukura	神龍かむくら	Lords of Destruction Dragon Emperors	Lv 30 + 0	68,000	3	5	42227	4476	範囲	283	450	6150	4546	対 赤い敵 50％の確率でふっとばす 対 赤い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4476	4476	4476	4476	4476	4476	4476	4476	4476	0	450	no_update
087	2	0	超激レア	God Dragon Kamukura	神龍王かむくら	Lords of Destruction Dragon Emperors	Lv 30 + 0	68,000	3	5	42227	4476	範囲	283	450	6150	4546	対 赤い敵 50％の確率でふっとばす 対 赤い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	4476	4476	4476	4476	4476	4476	4476	4476	4476	0	450	no_update
087	3	1	超激レア	God-Emperor Kamukura	神龍皇帝かむくら	Lords of Destruction Dragon Emperors	Lv 30 + 0	85,000	3	5	42227	5213	範囲	243	475	6150	4546	対 赤い敵 50％の確率でふっとばす 対 赤い敵 50％の確率で150～180F動きを遅くする 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5213	5213	5213	5213	5213	5213	5213	5213	5213	0	475	no_update
088	1	0	超激レア	Raiden	竜戦機ライデン	Lords of Destruction Dragon Emperors	Lv 30 + 0	51,000	3	12	25755	5990	範囲	129	385	4920	3706	対 赤い敵 100％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5990	5990	5990	5990	5990	5990	5990	5990	5990	0	385	no_update
088	2	0	超激レア	Dragonslayer Raiden	竜戦機王ライデン	Lords of Destruction Dragon Emperors	Lv 30 + 0	51,000	3	12	25755	5990	範囲	129	385	4920	3706	対 赤い敵 100％の確率でふっとばす	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	5990	5990	5990	5990	5990	5990	5990	5990	5990	0	385	no_update
088	3	1	超激レア	God-Emperor Raiden	竜戦機皇帝ライデン	Lords of Destruction Dragon Emperors	Lv 30 + 0	68,000	3	15	25755	5990	範囲	129	415	4920	3706	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4）  対 赤い敵 100％の確率でふっとばす	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	5990	8985	5990	5990	5990	5990	5990	5990	5990	0	415	no_update
089	1	0	レア	Rope Jump Cat	ネコなわとび		Lv 30 + 0	5,100	3	10	1105	872	単体	38	170	360	60	3％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	898	898	898	898	898	898	898	898	898	0	170	no_update
089	2	0	レア	Pair Rope Jump Cat	ネコネコなわとび		Lv 30 + 0	6,800	3	10	1275	1007	単体	38	170	360	60	3％の確率でクリティカル攻撃	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1037	1037	1037	1037	1037	1037	1037	1037	1037	0	170	no_update
089	3	1	レア	Noodle Cats	ネコ蕎麦屋		Lv 30 + 0	6,800	3	10	1275	1007	単体	38	170	360	60	対メタルな敵打たれ強い（被ダメ1/4～1/5）3％の確率でクリティカル	1	1	1	1	1	1	1	1	1	1	1	1	1	0.25	1	1	1	1	0	3	1	1037	1037	1037	1037	1037	1037	1037	1037	1037	0	170	no_update
090	1	0	超激レア	Nimue	ニムエ	Million Arthur	Lv 30 + 0	13,565	5	5	21130	1561	範囲	406	408	4335	3190	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1561	4683	1561	1561	1561	1561	1561	1561	1561	0	408	no_update
090	2	1	超激レア	Neutralization Type Nimue	帰化型ニムエ	Million Arthur	Lv 30 + 0	25,295	5	5	43180	3191	範囲	406	408	4335	3190	対 赤い敵 超ダメージ（与ダメx3～4） 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	3191	9573	3191	3191	3191	3191	3191	3191	3191	0	408	no_update
091	1	0	超激レア	Monkey King	猿王	Dragon Poker	Lv 30 + 0	37,060	3	12	27880	12484	単体	67	177	2985	856	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	12484	12484	12484	12484	12484	12484	12484	12484	12484	0	177	no_update
091	2	1	超激レア	SSS Monkey King	SSS猿王	Dragon Poker	Lv 30 + 0	48,450	3	12	37605	16838	単体	67	177	2985	856	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	16838	16838	16838	16838	16838	16838	16838	16838	16838	0	177	no_update
092	1	0	激レア	Crazed Cat	狂乱のネコ		Lv 30 + 0	5,220	3	20	405	328	単体	37	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	328	328	328	328	328	328	328	328	328	0	140	no_update
092	2	0	激レア	Crazed Macho Cat	狂乱のネコビルダー		Lv 30 + 0	5,220	3	20	405	328	単体	37	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	328	328	328	328	328	328	328	328	328	0	140	no_update
092	3	1	激レア	Manic Mohawk Cat	大狂乱のネコモヒカン		Lv 30 + 0	6,380	3	28	492	399	単体	37	140	75	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	399	399	399	399	399	399	399	399	399	0	140	no_update
093	1	0	激レア	Crazed Tank Cat	狂乱のタンクネコ		Lv 30 + 0	15,660	1	16	102	46	範囲	67	110	150	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	46	46	46	46	46	46	46	46	46	0	110	no_update
093	2	0	激レア	Crazed Wall Cat	狂乱のネコカベ		Lv 30 + 0	15,660	1	16	102	46	範囲	67	110	150	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	46	46	46	46	46	46	46	46	46	0	110	no_update
093	3	1	激レア	Manic Eraser Cat	大狂乱のゴムネコ		Lv 30 + 0	18,995	1	20	102	46	範囲	67	110	150	60	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	46	46	46	46	46	46	46	46	46	0	110	no_update
094	1	0	激レア	Crazed Axe Cat	狂乱のバトルネコ		Lv 30 + 0	10,440	3	12	1885	2094	単体	27	150	300	60	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	2094	3141	2094	2094	2094	2094	2094	2094	2094	0	150	no_update
094	2	0	激レア	Crazed Brave Cat	狂乱の勇者ネコ		Lv 30 + 0	10,440	3	12	1885	2094	単体	27	150	300	60	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	2094	3141	2094	2094	2094	2094	2094	2094	2094	0	150	no_update
094	3	1	激レア	Manic Dark Cat	大狂乱の暗黒ネコ		Lv 30 + 0	12,615	3	12	3190	3544	単体	27	150	300	60	対 赤い敵 めっぽう強い（与ダメx1.5～1.8 被ダメx0.5～0.4） 	1	1.5	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	0	0	1	3544	5316	3544	3544	3544	3544	3544	3544	3544	0	150	no_update
